"lang";"fakulta";"pracZkr";"zkrPredm";"rokVarianty";"nazev";"kredity";"vyukaZs";"vyukaLs";"jazyky";"jazykyZkr";"skupinaAkreditaceZkr";"skupinaAkreditace";"urovenVypoctena";"ectsNabizetUPrijezdu";"ectsZobrazit"
"";"FEI";"KMF";"INTEI";"2019";"Theoretical informatics";"5";"N";"A";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"INTP";"2019";"Theory of Probability and Mathematical Statistic";"5";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"INTPE";"2019";"Theory of Probability and Mathematical Statistic";"4";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"INVKM";"2019";"Selected mathematical lectures";"5";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"ISTAT";"2019";"Statistics";"5";"A";"N";"Czech";"CZ";"";"";"Bc.";"N";"A"
"";"FEI";"KMF";"ITEGR";"2019";"Graph Theory";"4";"N";"A";"Czech";"CZ";"";"";"Bc.";"N";"A"
"";"FEI";"KMF";"IZMF";"2019";"Basics of Modern Physics";"2";"A";"N";"Czech";"CZ";"";"";"Bc.";"N";"A"
"";"FEI";"KMF";"IZMF2";"2019";"Basics of Modern Physics 2";"2";"N";"A";"Czech";"CZ";"";"";"Bc.";"N";"A"
"";"FEI";"KMF";"NMAST";"2019";"Mathematical Statistics";"6";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"NNTEF";"2019";"Queueing Theory";"6";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"NNTEI";"2019";"Theoretical Informatics";"5";"N";"A";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"KMF";"NNVKM";"2019";"Selected Chapters from Mathematics";"5";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
"";"FEI";"FEI";"NNAKO";"2019";"English Conversation for Follow-up Master Students";"2";"A";"N";"Czech";"CZ";"";"";"Mgr.";"N";"A"
